REF_DATE,GEO,Statistic,Before-tax household income quintile,"Household expenditures, summary-level categories",UOM,COORDINATE,Expense,Family type,Age of older adult,Family income,Income
2010,Province 2,Average expenditure per household,Highest quintile,Other accommodation,Dollars,C196,2078.0,Couple families,55 to 64 years,"$40,000 and over",26430.0
2010,Province 2,Average expenditure per household,Highest quintile,Household operations,Dollars,C197,5808.0,Couple families,55 to 64 years,"$45,000 and over",24770.0
2010,Province 2,Average expenditure per household,Highest quintile,Communications,Dollars,C198,2253.0,Couple families,55 to 64 years,"$50,000 and over",23120.0
2010,Province 2,Average expenditure per household,Highest quintile,Household furnishings and equipment,Dollars,C199,3291.0,Couple families,55 to 64 years,"$60,000 and over",19770.0
2010,Province 2,Average expenditure per household,Highest quintile,Household furnishings,Dollars,C200,1431.0,Couple families,55 to 64 years,"$70,000 and over",16640.0
2010,Province 2,Average expenditure per household,Highest quintile,Household equipment,Dollars,C201,1642.0,Couple families,55 to 64 years,"$75,000 and over",15280.0
2010,Province 2,Average expenditure per household,Highest quintile,Household appliances,Dollars,C202,748.0,Couple families,55 to 64 years,"$80,000 and over",13960.0
2010,Province 2,Average expenditure per household,Highest quintile,Clothing and accessories,Dollars,C203,5864.0,Couple families,55 to 64 years,"$90,000 and over",11690.0
2010,Province 2,Average expenditure per household,Highest quintile,Transportation,Dollars,C204,17298.0,Couple families,55 to 64 years,Median total income,71940.0
2010,Province 3,Average expenditure per household,All quintiles,Total expenditure,Dollars,C205,62430.0,Couple families,Total all ages,All income groups,45570.0
2010,Province 3,Average expenditure per household,All quintiles,Food purchased from stores,Dollars,C206,5925.0,Couple families,Total all ages,"Under $10,000",450.0
2010,Province 3,Average expenditure per household,All quintiles,Food purchased from restaurants,Dollars,C207,1666.0,Couple families,Total all ages,"$10,000 and over",45110.0
2010,Province 3,Average expenditure per household,All quintiles,Shelter,Dollars,C208,10502.0,Couple families,Total all ages,"$15,000 and over",44740.0
2010,Province 3,Average expenditure per household,All quintiles,Principal accommodation,Dollars,C209,9680.0,Couple families,Total all ages,"$20,000 and over",44180.0
2010,Province 3,Average expenditure per household,All quintiles,Rented living quarters,Dollars,C210,1527.0,Couple families,Total all ages,"$25,000 and over",43570.0
2010,Province 3,Average expenditure per household,All quintiles,Owned living quarters,Dollars,C211,5488.0,Couple families,Total all ages,"$30,000 and over",42300.0
2010,Province 3,Average expenditure per household,All quintiles,"Water, fuel and electricity for principal accommodation",Dollars,C212,2665.0,Couple families,Total all ages,"$35,000 and over",40670.0
2010,Province 3,Average expenditure per household,All quintiles,Other accommodation,Dollars,C213,822.0,Couple families,Total all ages,"$40,000 and over",39250.0
2010,Province 3,Average expenditure per household,All quintiles,Household operations,Dollars,C214,3531.0,Couple families,Total all ages,"$45,000 and over",37790.0
2010,Province 3,Average expenditure per household,All quintiles,Communications,Dollars,C215,1777.0,Couple families,Total all ages,"$50,000 and over",36220.0
2010,Province 3,Average expenditure per household,All quintiles,Household furnishings and equipment,Dollars,C216,1941.0,Couple families,Total all ages,"$60,000 and over",32770.0
2010,Province 3,Average expenditure per household,All quintiles,Household furnishings,Dollars,C217,939.0,Couple families,Total all ages,"$70,000 and over",29320.0
2010,Province 3,Average expenditure per household,All quintiles,Household equipment,Dollars,C218,897.0,Couple families,Total all ages,"$75,000 and over",27510.0
2010,Province 3,Average expenditure per household,All quintiles,Household appliances,Dollars,C219,474.0,Couple families,Total all ages,"$80,000 and over",25700.0
2010,Province 3,Average expenditure per household,All quintiles,Clothing and accessories,Dollars,C220,4010.0,Couple families,Total all ages,"$90,000 and over",22440.0
2010,Province 3,Average expenditure per household,All quintiles,Transportation,Dollars,C221,10249.0,Couple families,Total all ages,Median total income,88890.0
2010,Province 3,Average expenditure per household,Lowest quintile,Total expenditure,Dollars,C222,21935.0,Couple families,0 to 24 years,All income groups,670.0
2010,Province 3,Average expenditure per household,Lowest quintile,Food purchased from stores,Dollars,C223,3292.0,Couple families,0 to 24 years,"Under $10,000",50.0
2010,Province 3,Average expenditure per household,Lowest quintile,Food purchased from restaurants,Dollars,C224,766.0,Couple families,0 to 24 years,"$10,000 and over",620.0
2010,Province 3,Average expenditure per household,Lowest quintile,Shelter,Dollars,C225,6112.0,Couple families,0 to 24 years,"$15,000 and over",570.0
2010,Province 3,Average expenditure per household,Lowest quintile,Principal accommodation,Dollars,C226,5936.0,Couple families,0 to 24 years,"$20,000 and over",510.0
2010,Province 3,Average expenditure per household,Lowest quintile,Rented living quarters,Dollars,C227,2972.0,Couple families,0 to 24 years,"$25,000 and over",440.0
2010,Province 3,Average expenditure per household,Lowest quintile,Owned living quarters,Dollars,C228,1185.0,Couple families,0 to 24 years,"$30,000 and over",370.0
2010,Province 3,Average expenditure per household,Lowest quintile,"Water, fuel and electricity for principal accommodation",Dollars,C229,1780.0,Couple families,0 to 24 years,"$35,000 and over",310.0
2010,Province 3,Average expenditure per household,Lowest quintile,Other accommodation,Dollars,C230,,Couple families,0 to 24 years,"$40,000 and over",230.0
2010,Province 3,Average expenditure per household,Lowest quintile,Household operations,Dollars,C231,1652.0,Couple families,0 to 24 years,"$45,000 and over",200.0
2010,Province 3,Average expenditure per household,Lowest quintile,Communications,Dollars,C232,989.0,Couple families,0 to 24 years,"$50,000 and over",160.0
2010,Province 3,Average expenditure per household,Lowest quintile,Household furnishings and equipment,Dollars,C233,592.0,Couple families,0 to 24 years,"$60,000 and over",90.0
2010,Province 3,Average expenditure per household,Lowest quintile,Household furnishings,Dollars,C234,313.0,Couple families,0 to 24 years,"$70,000 and over",60.0
2010,Province 3,Average expenditure per household,Lowest quintile,Household equipment,Dollars,C235,265.0,Couple families,0 to 24 years,"$75,000 and over",50.0
2010,Province 3,Average expenditure per household,Lowest quintile,Household appliances,Dollars,C236,159.0,Couple families,0 to 24 years,"$80,000 and over",40.0
2010,Province 3,Average expenditure per household,Lowest quintile,Clothing and accessories,Dollars,C237,1225.0,Couple families,0 to 24 years,"$90,000 and over",30.0
2010,Province 3,Average expenditure per household,Lowest quintile,Transportation,Dollars,C238,3370.0,Couple families,0 to 24 years,Median total income,32680.0
2010,Province 3,Average expenditure per household,Second quintile,Total expenditure,Dollars,C239,37314.0,Couple families,25 to 34 years,All income groups,6290.0
2010,Province 3,Average expenditure per household,Second quintile,Food purchased from stores,Dollars,C240,5067.0,Couple families,25 to 34 years,"Under $10,000",140.0
2010,Province 3,Average expenditure per household,Second quintile,Food purchased from restaurants,Dollars,C241,1276.0,Couple families,25 to 34 years,"$10,000 and over",6160.0
2010,Province 3,Average expenditure per household,Second quintile,Shelter,Dollars,C242,7761.0,Couple families,25 to 34 years,"$15,000 and over",6100.0
2010,Province 3,Average expenditure per household,Second quintile,Principal accommodation,Dollars,C243,7415.0,Couple families,25 to 34 years,"$20,000 and over",6010.0
2010,Province 3,Average expenditure per household,Second quintile,Rented living quarters,Dollars,C244,1965.0,Couple families,25 to 34 years,"$25,000 and over",5890.0
2010,Province 3,Average expenditure per household,Second quintile,Owned living quarters,Dollars,C245,2989.0,Couple families,25 to 34 years,"$30,000 and over",5720.0
2010,Province 3,Average expenditure per household,Second quintile,"Water, fuel and electricity for principal accommodation",Dollars,C246,2461.0,Couple families,25 to 34 years,"$35,000 and over",5530.0
2010,Province 3,Average expenditure per household,Second quintile,Other accommodation,Dollars,C247,346.0,Couple families,25 to 34 years,"$40,000 and over",5330.0
2010,Province 3,Average expenditure per household,Second quintile,Household operations,Dollars,C248,2474.0,Couple families,25 to 34 years,"$45,000 and over",5080.0
2010,Province 3,Average expenditure per household,Second quintile,Communications,Dollars,C249,1482.0,Couple families,25 to 34 years,"$50,000 and over",4820.0
2010,Province 3,Average expenditure per household,Second quintile,Household furnishings and equipment,Dollars,C250,1268.0,Couple families,25 to 34 years,"$60,000 and over",4240.0
2010,Province 3,Average expenditure per household,Second quintile,Household furnishings,Dollars,C251,638.0,Couple families,25 to 34 years,"$70,000 and over",3650.0
2010,Province 3,Average expenditure per household,Second quintile,Household equipment,Dollars,C252,601.0,Couple families,25 to 34 years,"$75,000 and over",3380.0
2010,Province 3,Average expenditure per household,Second quintile,Household appliances,Dollars,C253,368.0,Couple families,25 to 34 years,"$80,000 and over",3100.0
2010,Province 3,Average expenditure per household,Second quintile,Clothing and accessories,Dollars,C254,2400.0,Couple families,25 to 34 years,"$90,000 and over",2610.0
2010,Province 3,Average expenditure per household,Second quintile,Transportation,Dollars,C255,7155.0,Couple families,25 to 34 years,Median total income,79100.0
2010,Province 3,Average expenditure per household,Third quintile,Total expenditure,Dollars,C256,57165.0,Couple families,35 to 44 years,All income groups,10030.0
2010,Province 3,Average expenditure per household,Third quintile,Food purchased from stores,Dollars,C257,5991.0,Couple families,35 to 44 years,"Under $10,000",100.0
2010,Province 3,Average expenditure per household,Third quintile,Food purchased from restaurants,Dollars,C258,1621.0,Couple families,35 to 44 years,"$10,000 and over",9930.0
2010,Province 3,Average expenditure per household,Third quintile,Shelter,Dollars,C259,9946.0,Couple families,35 to 44 years,"$15,000 and over",9880.0
2010,Province 3,Average expenditure per household,Third quintile,Principal accommodation,Dollars,C260,9266.0,Couple families,35 to 44 years,"$20,000 and over",9780.0
2010,Province 3,Average expenditure per household,Third quintile,Rented living quarters,Dollars,C261,1007.0,Couple families,35 to 44 years,"$25,000 and over",9700.0
2010,Province 3,Average expenditure per household,Third quintile,Owned living quarters,Dollars,C262,5596.0,Couple families,35 to 44 years,"$30,000 and over",9580.0
2010,Province 3,Average expenditure per household,Third quintile,"Water, fuel and electricity for principal accommodation",Dollars,C263,2663.0,Couple families,35 to 44 years,"$35,000 and over",9430.0
2010,Province 3,Average expenditure per household,Third quintile,Other accommodation,Dollars,C264,680.0,Couple families,35 to 44 years,"$40,000 and over",9250.0
2010,Province 3,Average expenditure per household,Third quintile,Household operations,Dollars,C265,3563.0,Couple families,35 to 44 years,"$45,000 and over",9050.0
2010,Province 3,Average expenditure per household,Third quintile,Communications,Dollars,C266,1770.0,Couple families,35 to 44 years,"$50,000 and over",8820.0
2010,Province 3,Average expenditure per household,Third quintile,Household furnishings and equipment,Dollars,C267,1815.0,Couple families,35 to 44 years,"$60,000 and over",8220.0
2010,Province 3,Average expenditure per household,Third quintile,Household furnishings,Dollars,C268,984.0,Couple families,35 to 44 years,"$70,000 and over",7510.0
2010,Province 3,Average expenditure per household,Third quintile,Household equipment,Dollars,C269,799.0,Couple families,35 to 44 years,"$75,000 and over",7090.0
